ciiu,descripcion
B0510.00       ,"ACTIVIDADES DE EXTRACCIÓN DE CARBÓN DE PIEDRA EN MINAS, INCLUYENDO LA EXTRACCIÓN A TRAVÉS DE MÉTODOS DE LICUEFACCIÓN, RECUPERACIÓN DE CARBÓN DE PIEDRA DE ESCOMBRERAS, LIMPIEZA, CRIBADO, CLASIFICACIÓN, PULVERIZACIÓN, COMPRESIÓN, ETCÉTERA; DEL CARBÓN PARA CLASIFICARLO, MEJORAR SU CALIDAD O FACILITAR SU TRANSPORTE O ALMACENAMIENTO."
B052           ,EXTRACCIÓN DE LIGNITO.
B0520          ,EXTRACCIÓN DE LIGNITO.
B0520.0        ,EXTRACCIÓN DE LIGNITO.
B0520.00       ,"EXTRACCIÓN DE LIGNITO (CARBÓN PARDO) EN MINAS, INCLUYENDO LA EXTRACCIÓN A TRAVÉS DE MÉTODOS DE LICUEFACCIÓN, ACTIVIDADES DE LIMPIEZA, DESHIDRATACIÓN, PULVERIZACIÓN, COMPRESIÓN, ETCÉTERA; DE LIGNITO PARA MEJORAR SU CALIDAD O FACILITAR SU TRANSPORTE O ALMACENAMIENTO."
B06            ,EXTRACCIÓN DE PETRÓLEO CRUDO Y GAS NATURAL.
B061           ,EXTRACCIÓN DE PETRÓLEO CRUDO.
B0610          ,EXTRACCIÓN DE PETRÓLEO CRUDO.
B0610.0        ,EXTRACCIÓN DE PETRÓLEO CRUDO.
B0610.00       ,"EXTRACCIÓN DE ACEITES CRUDOS DE PETRÓLEO, ESQUISTOS BITUMINOSOS Y ARENAS ALQUITRANADAS, PRODUCCIÓN DE PETRÓLEO CRUDO DE ESQUISTOS Y ARENAS BITUMINOSAS, PROCESOS DE OBTENCIÓN DE CRUDOS: DECANTACIÓN, DESALADO, DESHIDRATACIÓN, ESTABILIZACIÓN, ETCÉTERA."
B062           ,EXTRACCIÓN DE GAS NATURAL.
B0620          ,EXTRACCIÓN DE GAS NATURAL.
B0620.0        ,EXTRACCIÓN DE GAS NATURAL.
B0620.01       ,"PRODUCCIÓN DE HIDROCARBUROS CRUDOS EN ESTADO GASEOSO (GAS NATURAL), EXTRACCIÓN DE CONDENSADOS, DRENAJE Y SEPARACIÓN DE LAS FRACCIONES LÍQUIDAS, DESULFURIZACIÓN DE GAS."
B0620.02       ,"EXTRACCIÓN DE HIDROCARBUROS LÍQUIDOS, OBTENIDOS A TRAVÉS DE LICUEFACCIÓN O PIROLISIS."
B07            ,EXTRACCIÓN DE MINERALES METALÍFEROS.
B071           ,EXTRACCIÓN DE MINERALES DE HIERRO.
B0710          ,EXTRACCIÓN DE MINERALES DE HIERRO.
B0710.0        ,EXTRACCIÓN DE MINERALES DE HIERRO.
B0710.01       ,EXTRACCIÓN DE MINERALES ESTIMADOS PRINCIPALMENTE POR SU CONTENIDO EN HIERRO.
B0710.02       ,BENEFICIO Y AGLOMERACIÓN DE MINERALES DE HIERRO.
B072           ,EXTRACCIÓN DE MINERALES METALÍFEROS NO FERROSOS.
B0721          ,EXTRACCIÓN DE MINERALES DE URANIO Y TORIO.
B0721.0        ,EXTRACCIÓN DE MINERALES DE URANIO Y TORIO.
B0721.00       ,"EXTRACCIÓN DE MINERALES ESTIMADOS PRINCIPALMENTE POR SU CONTENIDO DE URANIO Y TORIO: PECBLENDA, ÓXIDO NATURAL DE URANIO, ETCÉTERA; CONCENTRACIÓN DE URANIO Y TORIO, PRODUCCIÓN DE TORTA AMARILLA (CONCENTRADO DE URANIO)."
B0729          ,EXTRACCIÓN DE OTROS MINERALES METALÍFEROS NO FERROSOS.
B0729.0        ,EXTRACCIÓN DE OTROS MINERALES METALÍFEROS NO FERROSOS.
B0729.01       ,"EXTRACCIÓN Y PREPARACIÓN DE MINERALES ESTIMADOS PRINCIPALMENTE POR SU CONTENIDO DE METALES NO FERROSOS: ALUMINIO (BAUXITA), COBRE, PLOMO, ZINC, ESTAÑO, MANGANESO, CROMO, NÍQUEL, COBALTO, MOLIBDENO, TÁNTALO, VANADIO, ETCÉTERA."
B0729.02       ,"EXTRACCIÓN DE METALES PRECIOSOS: ORO, PLATA, PLATINO."
B08            ,EXPLOTACIÓN DE OTRAS MINAS Y CANTERAS.
B081           ,"EXTRACCIÓN DE PIEDRA, ARENA Y ARCILLA."
B0810          ,"EXTRACCIÓN DE PIEDRA, ARENA Y ARCILLA."
B0810.1        ,EXTRACCIÓN DE PIEDRA.
B0810.11       ,"EXTRACCIÓN, TALLA SIN LABRAR Y ASERRADO DE PIEDRA DE CONSTRUCCIÓN, COMO MÁRMOL, GRANITO, ARENISCA, PIZARRA, ETCÉTERA."
B0810.12       ,"EXTRACCIÓN, TRITURACIÓN Y FRAGMENTACIÓN DE PIEDRA CALIZA, PARA UTILIZARLA EN LA FABRICACIÓN DE CAL O CEMENTO."
B0810.13       ,EXTRACCIÓN DE YESO Y ANHIDRITA.
B0810.14       ,EXTRACCIÓN DE CRETA Y DOLOMITA SIN CALCINAR.
B0810.2        ,EXTRACCIÓN DE ARENA Y ARCILLA.
B0810.21       ,"EXTRACCIÓN Y DRAGADO DE ARENAS PARA LA INDUSTRIA, ARENAS PARA LA CONSTRUCCIÓN, GRAVA (RIPIO) Y GRAVILLA."
B0810.22       ,"FRAGMENTACIÓN Y TRITURACIÓN DE PIEDRA, GRAVA (RIPIO), GRAVILLA Y ARENA, PARA LA CONSTRUCCIÓN."
B0810.23       ,"EXTRACCIÓN DE ARCILLAS, ARCILLAS REFRACTARIAS Y CAOLÍN."
B089           ,EXPLOTACIÓN DE MINAS Y CANTERAS N.C.P.
B0891          ,EXTRACCIÓN DE MINERALES PARA LA FABRICACIÓN DE ABONOS Y PRODUCTOS QUÍMICOS.
B0891.0        ,EXTRACCIÓN DE MINERALES PARA LA FABRICACIÓN DE ABONOS Y PRODUCTOS QUÍMICOS.
B0891.01       ,EXTRACCIÓN DE FOSFATOS Y SALES DE POTASIO NATURALES.
B0891.02       ,EXTRACCIÓN DE AZUFRE NATURAL (NATIVO).
B0891.03       ,"EXTRACCIÓN Y PREPARACIÓN DE PIRITA Y PIRROTINA, EXCEPTO EL TOSTADO DE PIRITA Y PIRROTINA."
B0891.04       ,"EXTRACCIÓN DE SULFATO Y CARBONATO DE BARIO NATURALES (BARITINA Y WITHERITA), BORATOS NATURALES, SULFATOS DE MAGNESIO NATURALES (KIESERITA)."
B0891.05       ,"EXTRACCIÓN DE TIERRAS COLORANTES, ESPATOFLÚOR Y OTROS MINERALES ESTIMADOS PRINCIPALMENTE COMO FUENTE DE SUSTANCIAS QUÍMICAS."
B0891.06       ,EXTRACCIÓN DE GUANO.
B0892          ,EXTRACCIÓN DE TURBA.
B0892.0        ,EXTRACCIÓN DE TURBA.
B0892.00       ,"EXTRACCIÓN, AGLOMERACIÓN, PREPARACIÓN DE TURBA PARA MEJORAR SU CALIDAD, FACILITAR SU TRANSPORTE O ALMACENAMIENTO."
B0893          ,EXTRACCIÓN DE SAL.
B0893.0        ,EXTRACCIÓN DE SAL.
B0893.01       ,"EXTRACCIÓN DE SAL EN YACIMIENTOS SUBTERRÁNEOS, INCLUSO MEDIANTE DISOLUCIÓN Y BOMBEO."
B0893.02       ,PRODUCCIÓN DE SAL MEDIANTE EVAPORACIÓN AL SOL DE AGUA DE MAR Y OTRAS AGUAS SALINAS.
B0893.03       ,"TRITURACIÓN, PURIFICACIÓN Y REFINADO DE LA SAL POR EL PRODUCTOR."
B0899          ,EXPLOTACIÓN DE OTRAS MINAS Y CANTERAS N.C.P.
B0899.0        ,EXPLOTACIÓN DE VARIOS MINERALES Y MATERIALES DE MINAS Y CANTERAS.
B0899.01       ,"EXTRACCIÓN DE BITUMEN NATURAL SÓLIDO, ASFALTO NATURAL, ASFALTITAS Y ROCA ASFÁLTICA."
B0899.02       ,"EXTRACCIÓN DE PIEDRAS PRECIOSAS Y SEMIPRECIOSAS, GEMAS, MICA, CUARZO, ETCÉTERA."
B0899.03       ,"EXTRACCIÓN DE MATERIALES ABRASIVOS: GRAFITO NATURAL, PIEDRA PÓMEZ, FELDESPATOS, ESMERIL, CORINDÓN, ETCÉTERA."
B0899.09       ,"EXTRACCIÓN DE OTROS MINERALES: ASBESTO, POLVO DE FÓSILES SILÍCEOS, ESTEATITA (TALCO), VERMICULITA, PEOLITA, CLORITA, ANTIMONIO, MAGNESITA, SILICATO DE MAGNESIO (POLVO), SILICIO, ETCÉTERA"
B09            ,ACTIVIDADES DE SERVICIOS DE APOYO PARA LA EXPLOTACIÓN DE MINAS Y CANTERAS.
B091           ,ACTIVIDADES DE APOYO PARA LA EXTRACCIÓN DE PETRÓLEO Y GAS NATURAL.
B0910          ,ACTIVIDADES DE APOYO PARA LA EXTRACCIÓN DE PETRÓLEO Y GAS NATURAL.
B0910.0        ,ACTIVIDADES DE APOYO PARA LA EXTRACCIÓN DE PETRÓLEO Y GAS NATURAL.
B0910.01       ,"ACTIVIDADES DE SERVICIOS DE EXTRACCIÓN DE PETRÓLEO Y GAS REALIZADAS A CAMBIO DE UNA RETRIBUCIÓN O POR CONTRATO: SONDEOS, EXPLORACIÓN (POR EJEMPLO: MÉTODOS TRADICIONALES DE PROSPECCIÓN, COMO OBSERVACIONES GEOLÓGICAS EN POSIBLES YACIMIENTOS); PERFORACIÓN DIRIGIDA Y REPERFORACIÓN; PERFORACIÓN INICIAL; ERECCIÓN, REPARACIÓN Y DESMANTELAMIENTO DE TORRES DE PERFORACIÓN, CEMENTACIÓN DE TUBOS DE ENCAMISADO DE LOS POZOS DE PETRÓLEO Y GAS, BOMBEO, TAPONAMIENTO Y ABANDONO DE POZOS, ETCÉTERA; LICUEFACCIÓN Y REGASIFICACIÓN DE GAS NATURAL PARA SU TRANSPORTE, REALIZADAS EN EL LUGAR DE EXTRACCIÓN; DRENAJE Y BOMBEO."
B0910.02       ,SERVICIOS DE PREVENCIÓN Y EXTINCIÓN DE INCENDIOS EN CAMPOS DE PETRÓLEO Y GAS.
B099           ,ACTIVIDADES DE APOYO PARA LA EXPLOTACIÓN DE OTRAS MINAS Y CANTERAS.
B0990          ,ACTIVIDADES DE APOYO PARA LA EXPLOTACIÓN DE OTRAS MINAS Y CANTERAS.
B0990.0        ,"SERVICIOS DE APOYO A CAMBIO DE UNA RETRIBUCIÓN O POR CONTRATO, REQUERIDAS PARA LA EXTRACCIÓN DE CARBÓN DE PIEDRA, LIGNITO, MINERALES METALÍFEROS Y OTRAS MINAS Y CANTERAS."
B0990.01       ,"SERVICIOS DE APOYO A CAMBIO DE UNA RETRIBUCIÓN O POR CONTRATO, REQUERIDAS PARA LA EXTRACCIÓN DE CARBÓN DE PIEDRA, LIGNITO Y TURBA: EXPLORACIÓN (POR EJEMPLO: MÉTODOS DE PROSPECCIÓN TRADICIONALES, COMO RECOGIDA DE MUESTRAS Y REALIZACIÓN DE OBSERVACIONES GEOLÓGICAS EN POSIBLES YACIMIENTOS); PERFORACIONES DE PRUEBA Y SONDEOS; DRENAJE Y BOMBEO."
B0990.02       ,"SERVICIOS DE APOYO A CAMBIO DE UNA RETRIBUCIÓN O POR CONTRATO, REQUERIDAS PARA LA EXTRACCIÓN DE MINERALES METALÍFEROS: PERFORACIONES DE PRUEBA Y SONDEOS, EXPLORACIÓN (POR EJEMPLO: MÉTODOS DE PROSPECCIÓN TRADICIONALES, COMO RECOGIDA DE MUESTRAS Y REALIZACIÓN DE OBSERVACIONES GEOLÓGICAS EN POSIBLES YACIMIENTOS; DRENAJE Y BOMBEO."
B0990.09       ,"SERVICIOS DE APOYO A CAMBIO DE UNA RETRIBUCIÓN O POR CONTRATO, REQUERIDAS PARA LA EXPLOTACIÓN DE OTRAS MINAS Y CANTERAS: PERFORACIONES DE PRUEBA Y SONDEOS, EXPLORACIÓN (POR EJEMPLO: MÉTODOS DE PROSPECCIÓN TRADICIONALES, COMO RECOGIDA DE MUESTRAS Y REALIZACIÓN DE OBSERVACIONES GEOLÓGICAS EN POSIBLES YACIMIENTOS); DRENAJE Y BOMBEO."
C              ,INDUSTRIAS MANUFACTURERAS.
C10            ,ELABORACIÓN DE PRODUCTOS ALIMENTICIOS.
C101           ,ELABORACIÓN Y CONSERVACIÓN DE CARNE.
C1010          ,ELABORACIÓN Y CONSERVACIÓN DE CARNE.
C1010.1        ,ELABORACIÓN Y CONSERVACIÓN DE CARNE.
C1010.11       ,"EXPLOTACIÓN DE MATADEROS QUE REALIZAN ACTIVIDADES DE SACRIFICIO, FAENAMIENTO, PREPARACIÓN, PRODUCCIÓN Y EMPACADO DE CARNE FRESCA REFRIGERADA O CONGELADA EN CANALES O PIEZAS O PORCIONES INDIVIDUALES DE: BOVINO, PORCINO, OVINO, CAPRINO."
C1010.12       ,"EXPLOTACIÓN DE MATADEROS QUE REALIZAN ACTIVIDADES DE SACRIFICIO, FAENAMIENTO, PREPARACIÓN, PRODUCCIÓN Y EMPACADO DE CARNE FRESCA REFRIGERADA O CONGELADA INCLUSO EN PIEZAS O PORCIONES INDIVIDUALES DE AVES DE CORRAL."
C1010.13       ,"ACTIVIDADES DE SACRIFICIO, FAENAMIENTO, PREPARACIÓN, PRODUCCIÓN Y EMPACADO DE CARNE FRESCA REFRIGERADA O CONGELADA INCLUSO EN PIEZAS O PORCIONES INDIVIDUALES DE: CUYES, CONEJOS, RANA (ANCAS DE RANA) ETCÉTERA,"
C1010.14       ,"CAPTURA, SACRIFICIO Y PROCESAMIENTO DE BALLENAS EN TIERRA O SOBRE EMBARCACIONES ESPECIALIZADAS."
C1010.2        ,CONSERVACIÓN DE CARNES Y ELABORACIÓN DE PRODUCTOS CÁRNICOS Y OTROS PRODUCTOS DE LA MATANZA DE ANIMALES.
C1010.21       ,"PREPARACIÓN Y CONSERVACIÓN DE CARNE MEDIANTE: DESECACIÓN, SALADURA, AHUMADO, ENLATADO."
C1010.22       ,"FABRICACIÓN DE PRODUCTOS CÁRNICOS: SALCHICHAS, SALCHICHÓN, CHORIZO, SALAME, MORCILLAS, MORTADELA, PATÉS, CHICHARRONES FINOS, JAMONES, EMBUTIDOS, ETCÉTERA. INCLUSO SNACKS DE CERDO."
C1010.23       ,PRODUCCIÓN DE CUEROS Y PIELES ORIGINADOS EN MATADEROS INCLUIDA PIELES DEPILADAS.
C1010.24       ,EXTRACCIÓN DE MANTECA DE CERDO Y OTRAS GRASAS COMESTIBLES DE ORIGEN ANIMAL.
C1010.25       ,"OBTENCIÓN DE DESPOJOS DE ANIMALES, LANA DE MATADERO, PELO ORDINARIO, PLUMAS (PLUMÓN) Y PELUSAS."
C1010.26       ,PRODUCCIÓN DE HARINAS O SÉMOLAS DE CARNE.
C1010.3        ,SERVICIOS DE APOYO A LA ELABORACIÓN Y CONSERVACIÓN DE CARNE.
C1010.30       ,SERVICIOS DE APOYO A LA ELABORACIÓN Y CONSERVACIÓN DE CARNE A CAMBIO DE UNA RETRIBUCIÓN O POR CONTRATO.
C102           ,"ELABORACIÓN Y CONSERVACIÓN DE PESCADOS, CRUSTÁCEOS Y MOLUSCOS."
C1020          ,"ELABORACIÓN Y CONSERVACIÓN DE PESCADOS, CRUSTÁCEOS Y MOLUSCOS."
C1020.0        ,"ELABORACIÓN Y CONSERVACIÓN DE PESCADOS, CRUSTÁCEOS Y MOLUSCOS."
C1020.01       ,"PREPARACIÓN Y CONSERVACIÓN DE CAMARÓN Y LANGOSTINOS MEDIANTE EL CONGELADO, ULTRACONGELADO SECADO, AHUMADO, SALADO, SUMERGIDO EN SALMUERA Y ENLATADO, ETCÉTERA."
C1020.02       ,"PREPARACIÓN Y CONSERVACIÓN DE PESCADO, CRUSTÁCEOS (EXCEPTO CAMARÓN Y LANGOSTINOS) Y OTROS MOLUSCOS MEDIANTE EL CONGELADO, ULTRACONGELADO, SECADO, AHUMADO, SALADO, SUMERGIDO EN SALMUERA Y ENLATADO, ETCÉTERA."
C1020.03       ,ELABORACIÓN DE PRODUCTOS DE CAMARÓN Y LANGOSTINOS.
C1020.04       ,"ELABORACIÓN DE PRODUCTOS DE PESCADO: COCINADO, FILETES DE PESCADO, HUEVOS DE PESCADO, CAVIAR Y SUSTITUTOS DEL CAVIAR, ETCÉTERA. ELABORACIÓN DE PRODUCTOS DE CRUSTÁCEOS (EXCEPTO CAMARÓN Y LANGOSTINOS) Y OTROS MOLUSCOS MEDIANTE EL SECADO, SALAZÓN, CONSERVACIÓN EN SALMUERA, ENLATADOS, AHUMADO, ETCÉTERA."
C1020.05       ,ELABORACIÓN DE HARINA DE PESCADO PARA CONSUMO HUMANO.
C1020.06       ,"ELABORACIÓN DE HARINA Y SOLUBLES DE PESCADO Y OTROS ANIMALES ACUÁTICOS PARA ALIMENTO DE ANIMALES, NO APTOS PARA EL CONSUMO HUMANO."
C1020.07       ,"ACTIVIDADES DE BUQUES-FACTORÍA QUE SE DEDICAN A LA PESCA Y A LA CONSERVACIÓN DE PESCADO, CRUSTÁCEOS Y MOLUSCOS."
C1020.08       ,"ELABORACIÓN DE PRODUCTOS DE ALGAS Y OTROS RECURSOS MARINOS, MEDIANTE EL SECADO, SALAZÓN, CONSERVACIÓN EN SALMUERA, ENLATADOS, AHUMADO, ETCÉTERA."
C1020.09       ,"SERVICIOS DE APOYO A LA ELABORACIÓN Y CONSERVACIÓN DE PESCADOS, CRUSTÁCEOS Y MOLUSCOS A CAMBIO DE UNA RETRIBUCIÓN O POR CONTRATO."
C103           ,"ELABORACIÓN Y CONSERVACIÓN DE FRUTAS, LEGUMBRES Y HORTALIZAS."
C1030          ,"ELABORACIÓN Y CONSERVACIÓN DE FRUTAS, LEGUMBRES Y HORTALIZAS."
C1030.1        ,"ELABORACIÓN Y CONSERVACIÓN DE FRUTAS, LEGUMBRES Y HORTALIZAS."
C1030.11       ,"ELABORACIÓN DE ALIMENTOS COMPUESTOS (MEZCLA) PRINCIPALMENTE DE FRUTAS LEGUMBRES U HORTALIZAS, EXCEPTO PLATOS PREPARADOS EN FORMA CONGELADA O ENLATADA LISTOS PARA CONSUMIR."
C1030.12       ,"CONSERVACIÓN DE FRUTAS, PULPA DE FRUTAS, LEGUMBRES Y HORTALIZAS MEDIANTE EL CONGELADO, SECADO, DESHIDRATADO, INMERSIÓN EN ACEITE O VINAGRE, ENLATADO, ETCÉTERA."
C1030.13       ,"CONSERVACIÓN DE NUECES (PASTA DE NUECES) Y OTROS FRUTOS SECOS MEDIANTE EL TOSTADO, SALADO, ASADO, ENLATADO, ETCÉTERA."
C1030.14       ,"FABRICACIÓN DE PRODUCTOS ALIMENTICIOS A PARTIR DE (UN SOLO COMPONENTE) FRUTAS, LEGUMBRES Y HORTALIZAS; INCLUSO SNACKS DE PLÁTANO (CHIFLES), YUCA, FRUTAS, ETCÉTERA, EXCEPTO PAPA."
C1030.15       ,"ELABORACIÓN DE JUGOS (ZUMOS), NÉCTARES, CONCENTRADOS DE FRUTA FRESCA Y HORTALIZAS."
C1030.16       ,"ELABORACIÓN DE COMPOTAS, MERMELADAS Y JALEAS, PURÉS Y OTRAS CONFITURAS DE FRUTAS O FRUTOS SECOS."
C1030.17       ,"FABRICACIÓN DE ALIMENTOS PERECIBLES A BASE DE FRUTAS, LEGUMBRES Y HORTALIZAS COMO: ENSALADAS EMPAQUETADAS, HORTALIZAS PELADAS Y CORTADAS, TOFU (CUAJADA DE SOYA)."
C1030.2        ,ELABORACIÓN Y CONSERVACIÓN DE PAPAS.
C1030.21       ,ELABORACIÓN Y CONSERVACIÓN DE PAPAS PREPARADAS CONGELADAS U OTRO TIPO DE CONSERVACIÓN.
C1030.22       ,"ELABORACIÓN DE PURÉ DE PAPAS DESHIDRATADO, HARINA Y SÉMOLA DE PAPA."
C1030.23       ,ELABORACIÓN DE PAPAS FRITAS Y SNACKS DE PAPAS.
C1030.3        ,"SERVICIOS DE APOYO A LA ELABORACIÓN Y CONSERVACIÓN DE FRUTAS, LEGUMBRES Y HORTALIZAS."
C1030.30       ,"SERVICIOS DE APOYO A LA ELABORACIÓN Y CONSERVACIÓN DE FRUTAS, LEGUMBRES Y HORTALIZAS A CAMBIO DE UNA RETRIBUCIÓN O POR CONTRATO: PELADO INDUSTRIAL DE PAPAS, ETCÉTERA."
C104           ,ELABORACIÓN DE ACEITES Y GRASAS DE ORIGEN VEGETAL Y ANIMAL.
C1040          ,ELABORACIÓN DE ACEITES Y GRASAS DE ORIGEN VEGETAL Y ANIMAL.
C1040.1        ,ELABORACIÓN DE ACEITES Y GRASAS DE ORIGEN VEGETAL.
C1040.11       ,"ELABORACIÓN DE ACEITES CRUDOS VEGETALES (SIN REFINAR) DE: OLIVA, SOYA, PALMA, SEMILLA DE GIRASOL, SEMILLA DE ALGODÓN, COLZA, REPOLLO O MOSTAZA, LINAZA, ETCÉTERA."
C1040.12       ,"ELABORACIÓN DE HARINA Y SÉMOLA SIN DESGRASAR DE SEMILLAS, NUECES Y ALMENDRAS OLEAGINOSAS."
C1040.13       ,"ELABORACIÓN DE ACEITES VEGETALES REFINADOS: ACEITE DE OLIVA, ACEITE DE SOYA, ETCÉTERA."
C1040.14       ,"ELABORACIÓN DE ACEITES VEGETALES: OXIDACIÓN POR CORRIENTE DE AIRE, COCCIÓN, DESHIDRATACIÓN, HIDROGENACIÓN, ETCÉTERA; MEZCLAS DE ACEITES DE OLIVA, GRASAS COMPUESTAS PARA COCINAR Y PRODUCTOS SIMILARES PARA UNTAR: MARGARINA."
C1040.15       ,"PRODUCCIÓN DE BORRAS DE ALGODÓN, TORTAS Y OTROS PRODUCTOS RESIDUALES DE LA PRODUCCIÓN DE ACEITE."
C1040.2        ,ELABORACIÓN DE ACEITES Y GRASAS DE ORIGEN ANIMAL.
C1040.21       ,ELABORACIÓN DE ACEITES Y GRASAS DE ORIGEN ANIMAL NO COMESTIBLES.
C1040.22       ,EXTRACCIÓN DE ACEITES DE PESCADO (HÍGADO DE PESCADO) Y MAMÍFEROS MARINOS.
C1040.3        ,SERVICIOS DE APOYO A LA ELABORACIÓN DE ACEITES Y GRASAS DE ORIGEN VEGETAL Y ANIMAL.
C1040.30       ,SERVICIOS DE APOYO A LA ELABORACIÓN DE ACEITES Y GRASAS DE ORIGEN VEGETAL Y ANIMAL A CAMBIO DE UNA RETRIBUCIÓN O POR CONTRATO.
C105           ,ELABORACIÓN DE PRODUCTOS LÁCTEOS.
C1050          ,ELABORACIÓN DE PRODUCTOS LÁCTEOS.
C1050.0        ,ELABORACIÓN DE PRODUCTOS LÁCTEOS.
C1050.01       ,"ELABORACIÓN DE LECHE FRESCA LÍQUIDA, CREMA DE LECHE LIQUIDA, BEBIDAS A BASE DE LECHE, YOGURT, INCLUSO CASEÍNA O LACTOSA, PASTEURIZADA, ESTERILIZADA, HOMOGENEIZADA Y/O TRATADA A ALTAS TEMPERATURAS."
C1050.02       ,"ELABORACIÓN DE LECHE EN POLVO, CONDENSADA SEA O NO AZUCARADA."
C1050.03       ,ELABORACIÓN DE CREMA EN FORMA SÓLIDA.
C1050.04       ,"ELABORACIÓN DE MANTEQUILLA, QUESO, CUAJADA Y SUERO."
C1050.05       ,"ELABORACIÓN DE HELADOS (DE TODO TIPO), SORBETES, BOLOS, GRANIZADOS, ETCÉTERA."
C1050.06       ,SERVICIOS DE APOYO A LA ELABORACIÓN DE PRODUCTOS LÁCTEOS A CAMBIO DE UNA RETRIBUCIÓN O POR CONTRATO.
C1050.09       ,ELABORACIÓN DE OTROS PRODUCTOS LÁCTEOS: MANJAR DE LECHE.
C106           ,"ELABORACIÓN DE PRODUCTOS DE MOLINERÍA, ALMIDONES Y PRODUCTOS DERIVADOS DEL ALMIDÓN."
C1061          ,ELABORACIÓN DE PRODUCTOS DE MOLINERÍA.
C1061.1        ,MOLINERÍA.
C1061.11       ,"MOLIENDA DE CEREALES, PRODUCCIÓN DE HARINA, SEMOLINA, SÉMOLA Y GRÁNULOS DE: TRIGO, CENTENO, AVENA, MAÍZ Y OTROS CEREALES."
C1061.12       ,"MOLIENDA O PILADO DE ARROZ: PRODUCCIÓN DE ARROZ DESCASCARILLADO, BLANQUEADO, PULIDO, SEMICOCIDO, HARINA DE ARROZ."
C1061.13       ,"MOLIENDA DE OTROS PRODUCTOS DE ORIGEN VEGETAL: PRODUCCIÓN DE HARINAS Y SÉMOLAS DE LEGUMINOSAS DESECADAS, DE RAÍCES Y TUBÉRCULOS (EXCEPTO PATATAS), DE NUECES Y FRUTAS."
C1061.2        ,PRODUCTOS DE MOLINERÍA.
C1061.21       ,"ELABORACIÓN DE ALIMENTOS A BASE DE CEREALES TOSTADOS, INSUFLADOS, O MACERADOS, HOJALDRADOS, GRANOS PULIDOS Y CEREALES PARTIDOS O TRITURADOS, CEREALES PARA EL DESAYUNO Y SNACKS A BASE DE CEREALES."
C1061.22       ,"ELABORACIÓN DE HARINAS O MASAS MEZCLADAS PREPARADAS PARA LA FABRICACIÓN DE PAN, PASTELES, BIZCOCHOS O PANQUEQUES."
C1061.3        ,SERVICIOS DE APOYO A LA ELABORACIÓN DE PRODUCTOS DE MOLINERÍA.
C1061.30       ,SERVICIOS DE APOYO A LA ELABORACIÓN DE PRODUCTOS DE MOLINERÍA A CAMBIO DE UNA RETRIBUCIÓN O POR CONTRATO.
C1062          ,ELABORACIÓN DE ALMIDONES Y PRODUCTOS DERIVADOS DEL ALMIDÓN.
C1062.0        ,ELABORACIÓN DE ALMIDONES Y PRODUCTOS DERIVADOS DEL ALMIDÓN.
C1062.01       ,"ELABORACIÓN DE ALMIDONES A PARTIR DE ARROZ, MAÍZ (MAICENA), PATATAS, YUCA Y OTRAS MATERIAS VEGETALES INCLUSO GLUTEN Y DEXTRINA ETCÉTERA."
C1062.02       ,"MOLIENDA EN HÚMEDO DE MAÍZ, ELABORACIÓN DE ACEITE DE MAÍZ."
C1062.03       ,"ELABORACIÓN DE GLUCOSA, JARABE DE GLUCOSA, MALTOSA, INULINA, ETCÉTERA."
C1062.04       ,ELABORACIÓN DE TAPIOCA Y SUSTITUTOS DE TAPIOCA PREPARADOS A PARTIR DE ALMIDONES.
C1062.05       ,SERVICIOS DE APOYO A LA ELABORACIÓN DE ALMIDONES Y PRODUCTOS DERIVADOS DEL ALMIDÓN A CAMBIO DE UNA RETRIBUCIÓN O POR CONTRATO.
C107           ,ELABORACIÓN DE OTROS PRODUCTOS ALIMENTICIOS.
C1071          ,ELABORACIÓN DE PRODUCTOS DE PANADERÍA.
C1071.0        ,ELABORACIÓN DE PRODUCTOS DE PANADERÍA.
C1071.01       ,"ELABORACIÓN DE PAN Y OTROS PRODUCTOS DE PANADERÍA SECOS: PAN DE TODO TIPO, PANECILLOS, BIZCOCHOS, TOSTADAS, GALLETAS, ETCÉTERA, INCLUSO ENVASADOS."
C1071.02       ,"ELABORACIÓN DE PASTELES Y OTROS PRODUCTOS DE PASTELERÍA: PASTELES DE FRUTAS, TORTAS, PASTELES, TARTAS, ETCÉTERA, CHURROS, BUÑUELOS, APERITIVOS (BOCADILLOS), ETCÉTERA."
C1071.03       ,SERVICIOS DE APOYO A LA ELABORACIÓN DE PRODUCTOS DE PANADERÍA A CAMBIO DE UNA RETRIBUCIÓN O POR CONTRATO.
C1071.09       ,"ELABORACIÓN DE OTROS PRODUCTOS DE PANADERÍA, INCLUSO CONGELADOS: TORTILLAS DE MAÍZ O TRIGO, CONOS DE HELADO, OBLEAS, WAFFLES, PANQUEQUES, ETCÉTERA."
C1072          ,ELABORACIÓN DE AZÚCAR.
C1072.0        ,ELABORACIÓN DE AZÚCAR.
C1072.01       ,MOLIENDA Y EXTRACCIÓN DE JUGO DE CAÑA (TRAPICHE) Y PRODUCCIÓN DE PANELA.
C1072.02       ,"ELABORACIÓN Y REFINADO DE AZÚCAR DE CAÑA Y MELAZA DE CAÑA; REMOLACHA AZUCARERA, ETCÉTERA."
